"Muestra" "Descripcion" "Anio" "TipoAccidente" "Cantidad"
"1040" "Comunal" "SAN PEDRO DE LA PAZ" 2011 "Caida" 13
"1041" "Comunal" "SANTA JUANA" 2010 "Caida" 0
"1042" "Comunal" "SANTA JUANA" 2011 "Caida" 0
"1043" "Comunal" "TALCAHUANO" 2010 "Caida" 14
"1044" "Comunal" "TALCAHUANO" 2011 "Caida" 7
"1045" "Comunal" "TOME" 2010 "Caida" 3
"1046" "Comunal" "TOME" 2011 "Caida" 5
"1047" "Comunal" "HUALPEN" 2010 "Caida" 15
"1048" "Comunal" "HUALPEN" 2011 "Caida" 6
"1049" "Comunal" "LEBU" 2010 "Caida" 1
"1050" "Comunal" "LEBU" 2011 "Caida" 0
"1051" "Comunal" "ARAUCO" 2010 "Caida" 1
"1052" "Comunal" "ARAUCO" 2011 "Caida" 0
"1053" "Comunal" "CANETE" 2010 "Caida" 0
"1054" "Comunal" "CANETE" 2011 "Caida" 1
"1055" "Comunal" "CONTULMO" 2010 "Caida" 0
"1056" "Comunal" "CONTULMO" 2011 "Caida" 0
"1057" "Comunal" "CURANILAHUE" 2010 "Caida" 1
"1058" "Comunal" "CURANILAHUE" 2011 "Caida" 4
"1059" "Comunal" "LOS ALAMOS" 2010 "Caida" 0
"1060" "Comunal" "LOS ALAMOS" 2011 "Caida" 0
"1061" "Comunal" "TIRUA" 2010 "Caida" 0
"1062" "Comunal" "TIRUA" 2011 "Caida" 1
"1063" "Comunal" "LOS ANGELES" 2010 "Caida" 12
"1064" "Comunal" "LOS ANGELES" 2011 "Caida" 19
"1065" "Comunal" "ANTUCO" 2010 "Caida" 0
"1066" "Comunal" "ANTUCO" 2011 "Caida" 0
"1067" "Comunal" "CABRERO" 2010 "Caida" 1
"1068" "Comunal" "CABRERO" 2011 "Caida" 1
"1069" "Comunal" "LAJA" 2010 "Caida" 0
"1070" "Comunal" "LAJA" 2011 "Caida" 1
"1071" "Comunal" "MULCHEN" 2010 "Caida" 1
"1072" "Comunal" "MULCHEN" 2011 "Caida" 0
"1073" "Comunal" "NACIMIENTO" 2010 "Caida" 0
"1074" "Comunal" "NACIMIENTO" 2011 "Caida" 0
"1075" "Comunal" "NEGRETE" 2010 "Caida" 0
"1076" "Comunal" "NEGRETE" 2011 "Caida" 0
"1077" "Comunal" "QUILACO" 2010 "Caida" 0
"1078" "Comunal" "QUILACO" 2011 "Caida" 0
"1079" "Comunal" "QUILLECO" 2010 "Caida" 1
"1080" "Comunal" "QUILLECO" 2011 "Caida" 0
"1081" "Comunal" "SAN ROSENDO" 2010 "Caida" 0
"1082" "Comunal" "SAN ROSENDO" 2011 "Caida" 0
"1083" "Comunal" "SANTA BARBARA" 2010 "Caida" 1
"1084" "Comunal" "SANTA BARBARA" 2011 "Caida" 0
"1085" "Comunal" "TUCAPEL" 2010 "Caida" 0
"1086" "Comunal" "TUCAPEL" 2011 "Caida" 0
"1087" "Comunal" "YUMBEL" 2010 "Caida" 1
"1088" "Comunal" "YUMBEL" 2011 "Caida" 0
"1089" "Comunal" "ALTO BIO BIO" 2010 "Caida" 0
"1090" "Comunal" "ALTO BIO BIO" 2011 "Caida" 0
"1091" "Comunal" "CHILLAN" 2010 "Caida" 17
"1092" "Comunal" "CHILLAN" 2011 "Caida" 14
"1093" "Comunal" "BULNES" 2010 "Caida" 0
"1094" "Comunal" "BULNES" 2011 "Caida" 0
"1095" "Comunal" "COBQUECURA" 2010 "Caida" 0
"1096" "Comunal" "COBQUECURA" 2011 "Caida" 0
"1097" "Comunal" "COELEMU" 2010 "Caida" 0
"1098" "Comunal" "COELEMU" 2011 "Caida" 0
"1099" "Comunal" "COIHUECO" 2010 "Caida" 0
"1100" "Comunal" "COIHUECO" 2011 "Caida" 0
"1101" "Comunal" "CHILLAN VIEJO" 2010 "Caida" 1
"1102" "Comunal" "CHILLAN VIEJO" 2011 "Caida" 2
"1103" "Comunal" "EL CARMEN" 2010 "Caida" 0
"1104" "Comunal" "EL CARMEN" 2011 "Caida" 0
"1105" "Comunal" "NINHUE" 2010 "Caida" 1
"1106" "Comunal" "NINHUE" 2011 "Caida" 0
"1107" "Comunal" "NIQUEN" 2010 "Caida" 0
"1108" "Comunal" "NIQUEN" 2011 "Caida" 0
"1109" "Comunal" "PEMUCO" 2010 "Caida" 0
"1110" "Comunal" "PEMUCO" 2011 "Caida" 0
"1111" "Comunal" "PINTO" 2010 "Caida" 0
"1112" "Comunal" "PINTO" 2011 "Caida" 0
"1113" "Comunal" "PORTEZUELO" 2010 "Caida" 0
"1114" "Comunal" "PORTEZUELO" 2011 "Caida" 0
"1115" "Comunal" "QUILLON" 2010 "Caida" 0
"1116" "Comunal" "QUILLON" 2011 "Caida" 0
"1117" "Comunal" "QUIRIHUE" 2010 "Caida" 1
"1118" "Comunal" "QUIRIHUE" 2011 "Caida" 1
"1119" "Comunal" "RANQUIL" 2010 "Caida" 0
"1120" "Comunal" "RANQUIL" 2011 "Caida" 0
"1121" "Comunal" "SAN CARLOS" 2010 "Caida" 2
"1122" "Comunal" "SAN CARLOS" 2011 "Caida" 1
"1123" "Comunal" "SAN FABIAN" 2010 "Caida" 0
"1124" "Comunal" "SAN FABIAN" 2011 "Caida" 1
"1125" "Comunal" "SAN IGNACIO" 2010 "Caida" 0
"1126" "Comunal" "SAN IGNACIO" 2011 "Caida" 0
"1127" "Comunal" "SAN NICOLAS" 2010 "Caida" 0
"1128" "Comunal" "SAN NICOLAS" 2011 "Caida" 0
"1129" "Comunal" "TREGUACO" 2010 "Caida" 0
"1130" "Comunal" "TREGUACO" 2011 "Caida" 0
"1131" "Comunal" "YUNGAY" 2010 "Caida" 1
"1132" "Comunal" "YUNGAY" 2011 "Caida" 2
"1133" "Regional" "IX Región de la Araucanía" 2010 "Caida" 64
"1134" "Regional" "IX Región de la Araucanía" 2011 "Caida" 60
"1135" "Comunal" "TEMUCO" 2010 "Caida" 45
"1136" "Comunal" "TEMUCO" 2011 "Caida" 44
"1137" "Comunal" "CARAHUE" 2010 "Caida" 0
"1138" "Comunal" "CARAHUE" 2011 "Caida" 0
"1139" "Comunal" "CUNCO" 2010 "Caida" 0
"1140" "Comunal" "CUNCO" 2011 "Caida" 0
"1141" "Comunal" "CURARREHUE" 2010 "Caida" 0
"1142" "Comunal" "CURARREHUE" 2011 "Caida" 0
"1143" "Comunal" "FREIRE" 2010 "Caida" 0
"1144" "Comunal" "FREIRE" 2011 "Caida" 0
"1145" "Comunal" "GALVARINO" 2010 "Caida" 0
"1146" "Comunal" "GALVARINO" 2011 "Caida" 0
"1147" "Comunal" "GORBEA" 2010 "Caida" 0
"1148" "Comunal" "GORBEA" 2011 "Caida" 0
"1149" "Comunal" "LAUTARO" 2010 "Caida" 2
"1150" "Comunal" "LAUTARO" 2011 "Caida" 0
"1151" "Comunal" "LONCOCHE" 2010 "Caida" 0
"1152" "Comunal" "LONCOCHE" 2011 "Caida" 0
"1153" "Comunal" "MELIPEUCO" 2010 "Caida" 0
"1154" "Comunal" "MELIPEUCO" 2011 "Caida" 0
"1155" "Comunal" "NUEVA IMPERIAL" 2010 "Caida" 2
"1156" "Comunal" "NUEVA IMPERIAL" 2011 "Caida" 1
"1157" "Comunal" "PADRE LAS CASAS" 2010 "Caida" 1
"1158" "Comunal" "PADRE LAS CASAS" 2011 "Caida" 1
"1159" "Comunal" "PERQUENCO" 2010 "Caida" 0
"1160" "Comunal" "PERQUENCO" 2011 "Caida" 0
"1161" "Comunal" "PITRUFQUEN" 2010 "Caida" 1
"1162" "Comunal" "PITRUFQUEN" 2011 "Caida" 0
"1163" "Comunal" "PUCON" 2010 "Caida" 1
"1164" "Comunal" "PUCON" 2011 "Caida" 1
"1165" "Comunal" "SAAVEDRA" 2010 "Caida" 0
"1166" "Comunal" "SAAVEDRA" 2011 "Caida" 0
"1167" "Comunal" "TEODORO SCHMIDT" 2010 "Caida" 0
"1168" "Comunal" "TEODORO SCHMIDT" 2011 "Caida" 0
"1169" "Comunal" "TOLTEN" 2010 "Caida" 0
"1170" "Comunal" "TOLTEN" 2011 "Caida" 0
"1171" "Comunal" "VILCUN" 2010 "Caida" 1
"1172" "Comunal" "VILCUN" 2011 "Caida" 0
"1173" "Comunal" "VILLARRICA" 2010 "Caida" 7
"1174" "Comunal" "VILLARRICA" 2011 "Caida" 4
"1175" "Comunal" "CHOL CHOL" 2010 "Caida" 0
"1176" "Comunal" "CHOL CHOL" 2011 "Caida" 0
"1177" "Comunal" "ANGOL" 2010 "Caida" 0
"1178" "Comunal" "ANGOL" 2011 "Caida" 6
"1179" "Comunal" "COLLIPULLI" 2010 "Caida" 2
"1180" "Comunal" "COLLIPULLI" 2011 "Caida" 0
"1181" "Comunal" "CURACAUTIN" 2010 "Caida" 0
"1182" "Comunal" "CURACAUTIN" 2011 "Caida" 0
"1183" "Comunal" "ERCILLA" 2010 "Caida" 0
"1184" "Comunal" "ERCILLA" 2011 "Caida" 0
"1185" "Comunal" "LONQUIMAY" 2010 "Caida" 0
"1186" "Comunal" "LONQUIMAY" 2011 "Caida" 0
"1187" "Comunal" "LOS SAUCES" 2010 "Caida" 0
"1188" "Comunal" "LOS SAUCES" 2011 "Caida" 1
"1189" "Comunal" "LUMACO" 2010 "Caida" 0
"1190" "Comunal" "LUMACO" 2011 "Caida" 0
"1191" "Comunal" "PUREN" 2010 "Caida" 0
"1192" "Comunal" "PUREN" 2011 "Caida" 0
"1193" "Comunal" "RENAICO" 2010 "Caida" 1
"1194" "Comunal" "RENAICO" 2011 "Caida" 0
"1195" "Comunal" "TRAIGUEN" 2010 "Caida" 0
"1196" "Comunal" "TRAIGUEN" 2011 "Caida" 0
"1197" "Comunal" "VICTORIA" 2010 "Caida" 1
"1198" "Comunal" "VICTORIA" 2011 "Caida" 2
"1199" "Regional" "XIV Región de Los Ríos" 2010 "Caida" 18
"1200" "Regional" "XIV Región de Los Ríos" 2011 "Caida" 14
"1201" "Comunal" "VALDIVIA" 2010 "Caida" 14
"1202" "Comunal" "VALDIVIA" 2011 "Caida" 12
"1203" "Comunal" "CORRAL" 2010 "Caida" 0
"1204" "Comunal" "CORRAL" 2011 "Caida" 0
"1205" "Comunal" "LANCO" 2010 "Caida" 0
"1206" "Comunal" "LANCO" 2011 "Caida" 0
"1207" "Comunal" "LOS LAGOS" 2010 "Caida" 0
"1208" "Comunal" "LOS LAGOS" 2011 "Caida" 0
"1209" "Comunal" "MAFIL" 2010 "Caida" 0
"1210" "Comunal" "MAFIL" 2011 "Caida" 0
"1211" "Comunal" "MARIQUINA" 2010 "Caida" 0
"1212" "Comunal" "MARIQUINA" 2011 "Caida" 0
"1213" "Comunal" "PAILLACO" 2010 "Caida" 0
"1214" "Comunal" "PAILLACO" 2011 "Caida" 1
"1215" "Comunal" "PANGUIPULLI" 2010 "Caida" 2
"1216" "Comunal" "PANGUIPULLI" 2011 "Caida" 0
"1217" "Comunal" "LA UNION" 2010 "Caida" 1
"1218" "Comunal" "LA UNION" 2011 "Caida" 1
"1219" "Comunal" "FUTRONO" 2010 "Caida" 0
"1220" "Comunal" "FUTRONO" 2011 "Caida" 0
"1221" "Comunal" "LAGO RANCO" 2010 "Caida" 0
"1222" "Comunal" "LAGO RANCO" 2011 "Caida" 0
"1223" "Comunal" "RIO BUENO" 2010 "Caida" 1
"1224" "Comunal" "RIO BUENO" 2011 "Caida" 0
"1225" "Regional" "X Región de Los Lagos" 2010 "Caida" 36
"1226" "Regional" "X Región de Los Lagos" 2011 "Caida" 29
"1227" "Comunal" "PUERTO MONTT" 2010 "Caida" 14
"1228" "Comunal" "PUERTO MONTT" 2011 "Caida" 7
"1229" "Comunal" "CALBUCO" 2010 "Caida" 0
"1230" "Comunal" "CALBUCO" 2011 "Caida" 0
"1231" "Comunal" "COCHAMO" 2010 "Caida" 0
"1232" "Comunal" "COCHAMO" 2011 "Caida" 0
"1233" "Comunal" "FRESIA" 2010 "Caida" 1
"1234" "Comunal" "FRESIA" 2011 "Caida" 0
"1235" "Comunal" "FRUTILLAR" 2010 "Caida" 0
"1236" "Comunal" "FRUTILLAR" 2011 "Caida" 0
"1237" "Comunal" "LOS MUERMOS" 2010 "Caida" 0
"1238" "Comunal" "LOS MUERMOS" 2011 "Caida" 0
"1239" "Comunal" "LLANQUIHUE" 2010 "Caida" 0
"1240" "Comunal" "LLANQUIHUE" 2011 "Caida" 0
"1241" "Comunal" "MAULLIN" 2010 "Caida" 0
"1242" "Comunal" "MAULLIN" 2011 "Caida" 1
"1243" "Comunal" "PUERTO VARAS" 2010 "Caida" 0
"1244" "Comunal" "PUERTO VARAS" 2011 "Caida" 0
"1245" "Comunal" "CASTRO" 2010 "Caida" 4
"1246" "Comunal" "CASTRO" 2011 "Caida" 4
"1247" "Comunal" "ANCUD" 2010 "Caida" 1
"1248" "Comunal" "ANCUD" 2011 "Caida" 4
"1249" "Comunal" "CHONCHI" 2010 "Caida" 0
"1250" "Comunal" "CHONCHI" 2011 "Caida" 0
"1251" "Comunal" "CURACO DE VELEZ" 2010 "Caida" 1
"1252" "Comunal" "CURACO DE VELEZ" 2011 "Caida" 0
"1253" "Comunal" "DALCAHUE" 2010 "Caida" 1
"1254" "Comunal" "DALCAHUE" 2011 "Caida" 0
"1255" "Comunal" "PUQUELDON" 2010 "Caida" 0
"1256" "Comunal" "PUQUELDON" 2011 "Caida" 0
"1257" "Comunal" "QUEILEN" 2010 "Caida" 0
"1258" "Comunal" "QUEILEN" 2011 "Caida" 0
"1259" "Comunal" "QUELLON" 2010 "Caida" 1
"1260" "Comunal" "QUELLON" 2011 "Caida" 0
"1261" "Comunal" "QUEMCHI" 2010 "Caida" 0
"1262" "Comunal" "QUEMCHI" 2011 "Caida" 0
"1263" "Comunal" "QUINCHAO" 2010 "Caida" 0
"1264" "Comunal" "QUINCHAO" 2011 "Caida" 0
"1265" "Comunal" "OSORNO" 2010 "Caida" 12
"1266" "Comunal" "OSORNO" 2011 "Caida" 11
"1267" "Comunal" "PUERTO OCTAY" 2010 "Caida" 0
"1268" "Comunal" "PUERTO OCTAY" 2011 "Caida" 0
"1269" "Comunal" "PURRANQUE" 2010 "Caida" 0
"1270" "Comunal" "PURRANQUE" 2011 "Caida" 1
"1271" "Comunal" "PUYEHUE" 2010 "Caida" 0
"1272" "Comunal" "PUYEHUE" 2011 "Caida" 0
"1273" "Comunal" "RIO NEGRO" 2010 "Caida" 1
"1274" "Comunal" "RIO NEGRO" 2011 "Caida" 0
"1275" "Comunal" "SAN JUAN DE LA COSTA" 2010 "Caida" 0
"1276" "Comunal" "SAN JUAN DE LA COSTA" 2011 "Caida" 0
"1277" "Comunal" "SAN PABLO" 2010 "Caida" 0
"1278" "Comunal" "SAN PABLO" 2011 "Caida" 1
"1279" "Comunal" "CHAITEN" 2010 "Caida" 0
"1280" "Comunal" "CHAITEN" 2011 "Caida" 0
"1281" "Comunal" "FUTALEUFU" 2010 "Caida" 0
"1282" "Comunal" "FUTALEUFU" 2011 "Caida" 0
"1283" "Comunal" "HUALAIHUE" 2010 "Caida" 0
"1284" "Comunal" "HUALAIHUE" 2011 "Caida" 0
"1285" "Comunal" "PALENA" 2010 "Caida" 0
"1286" "Comunal" "PALENA" 2011 "Caida" 0
"1287" "Regional" "XI Región de Aysén" 2010 "Caida" 3
"1288" "Regional" "XI Región de Aysén" 2011 "Caida" 0
"1289" "Comunal" "COIHAIQUE" 2010 "Caida" 3
"1290" "Comunal" "COIHAIQUE" 2011 "Caida" 0
"1291" "Comunal" "LAGO VERDE" 2010 "Caida" 0
"1292" "Comunal" "LAGO VERDE" 2011 "Caida" 0
"1293" "Comunal" "AISEN" 2010 "Caida" 0
"1294" "Comunal" "AISEN" 2011 "Caida" 0
"1295" "Comunal" "CISNES" 2010 "Caida" 0
"1296" "Comunal" "CISNES" 2011 "Caida" 0
"1297" "Comunal" "COCHRANE" 2010 "Caida" 0
"1298" "Comunal" "COCHRANE" 2011 "Caida" 0
"1299" "Comunal" "O'Higgins" 2010 "Caida" 0
"1300" "Comunal" "O'Higgins" 2011 "Caida" 0
"1301" "Comunal" "TORTEL" 2010 "Caida" 0
"1302" "Comunal" "TORTEL" 2011 "Caida" 0
"1303" "Comunal" "CHILE CHICO" 2010 "Caida" 0
"1304" "Comunal" "CHILE CHICO" 2011 "Caida" 0
"1305" "Comunal" "RIO IBANEZ" 2010 "Caida" 0
"1306" "Comunal" "RIO IBANEZ" 2011 "Caida" 0
"1307" "Regional" "XII Región de Magallanes" 2010 "Caida" 3
"1308" "Regional" "XII Región de Magallanes" 2011 "Caida" 2
"1309" "Comunal" "PUNTA ARENAS" 2010 "Caida" 3
"1310" "Comunal" "PUNTA ARENAS" 2011 "Caida" 2
"1311" "Comunal" "LAGUNA BLANCA" 2010 "Caida" 0
"1312" "Comunal" "LAGUNA BLANCA" 2011 "Caida" 0
"1313" "Comunal" "SAN GREGORIO" 2010 "Caida" 0
"1314" "Comunal" "SAN GREGORIO" 2011 "Caida" 0
"1315" "Comunal" "CABO DE HORNOS" 2010 "Caida" 0
"1316" "Comunal" "CABO DE HORNOS" 2011 "Caida" 0
"1317" "Comunal" "PORVENIR" 2010 "Caida" 0
"1318" "Comunal" "PORVENIR" 2011 "Caida" 0
"1319" "Comunal" "PRIMAVERA" 2010 "Caida" 0
"1320" "Comunal" "PRIMAVERA" 2011 "Caida" 0
"1321" "Comunal" "TIMAUKEL" 2010 "Caida" 0
"1322" "Comunal" "TIMAUKEL" 2011 "Caida" 0
"1323" "Comunal" "NATALES" 2010 "Caida" 0
"1324" "Comunal" "NATALES" 2011 "Caida" 0
"1325" "Comunal" "TORRES DEL PAINE" 2010 "Caida" 0
"1326" "Comunal" "TORRES DEL PAINE" 2011 "Caida" 0
"1327" "Regional" "Región Metropolitana" 2010 "Caida" 856
"1328" "Regional" "Región Metropolitana" 2011 "Caida" 864
"1329" "Comunal" "SANTIAGO" 2010 "Caida" 155
"1330" "Comunal" "SANTIAGO" 2011 "Caida" 141
"1331" "Comunal" "CERRILLOS" 2010 "Caida" 12
"1332" "Comunal" "CERRILLOS" 2011 "Caida" 9
"1333" "Comunal" "CERRO NAVIA" 2010 "Caida" 21
"1334" "Comunal" "CERRO NAVIA" 2011 "Caida" 8
"1335" "Comunal" "CONCHALI" 2010 "Caida" 12
"1336" "Comunal" "CONCHALI" 2011 "Caida" 14
"1337" "Comunal" "EL BOSQUE" 2010 "Caida" 5
"1338" "Comunal" "EL BOSQUE" 2011 "Caida" 5
"1339" "Comunal" "ESTACION CENTRAL" 2010 "Caida" 34
"1340" "Comunal" "ESTACION CENTRAL" 2011 "Caida" 26
"1341" "Comunal" "HUECHURABA" 2010 "Caida" 6
"1342" "Comunal" "HUECHURABA" 2011 "Caida" 9
"1343" "Comunal" "INDEPENDENCIA" 2010 "Caida" 10
"1344" "Comunal" "INDEPENDENCIA" 2011 "Caida" 24
"1345" "Comunal" "LA CISTERNA" 2010 "Caida" 13
"1346" "Comunal" "LA CISTERNA" 2011 "Caida" 7
"1347" "Comunal" "LA FLORIDA" 2010 "Caida" 43
"1348" "Comunal" "LA FLORIDA" 2011 "Caida" 12
"1349" "Comunal" "LA GRANJA" 2010 "Caida" 11
"1350" "Comunal" "LA GRANJA" 2011 "Caida" 9
"1351" "Comunal" "LA PINTANA" 2010 "Caida" 10
"1352" "Comunal" "LA PINTANA" 2011 "Caida" 23
"1353" "Comunal" "LA REINA" 2010 "Caida" 9
"1354" "Comunal" "LA REINA" 2011 "Caida" 11
"1355" "Comunal" "LAS CONDES" 2010 "Caida" 33
"1356" "Comunal" "LAS CONDES" 2011 "Caida" 38
"1357" "Comunal" "LO BARNECHEA" 2010 "Caida" 4
"1358" "Comunal" "LO BARNECHEA" 2011 "Caida" 3
"1359" "Comunal" "LO ESPEJO" 2010 "Caida" 3
"1360" "Comunal" "LO ESPEJO" 2011 "Caida" 8
"1361" "Comunal" "LO PRADO" 2010 "Caida" 15
"1362" "Comunal" "LO PRADO" 2011 "Caida" 9
"1363" "Comunal" "MACUL" 2010 "Caida" 6
"1364" "Comunal" "MACUL" 2011 "Caida" 6
"1365" "Comunal" "MAIPU" 2010 "Caida" 75
"1366" "Comunal" "MAIPU" 2011 "Caida" 73
"1367" "Comunal" "NUNOA" 2010 "Caida" 44
"1368" "Comunal" "NUNOA" 2011 "Caida" 55
"1369" "Comunal" "P. AGUIRRE CERDA" 2010 "Caida" 5
"1370" "Comunal" "P. AGUIRRE CERDA" 2011 "Caida" 6
"1371" "Comunal" "PENALOLEN" 2010 "Caida" 10
"1372" "Comunal" "PENALOLEN" 2011 "Caida" 19
"1373" "Comunal" "PROVIDENCIA" 2010 "Caida" 17
"1374" "Comunal" "PROVIDENCIA" 2011 "Caida" 12
"1375" "Comunal" "PUDAHUEL" 2010 "Caida" 27
"1376" "Comunal" "PUDAHUEL" 2011 "Caida" 29
"1377" "Comunal" "QUILICURA" 2010 "Caida" 9
"1378" "Comunal" "QUILICURA" 2011 "Caida" 12
"1379" "Comunal" "QUINTA NORMAL" 2010 "Caida" 18
"1380" "Comunal" "QUINTA NORMAL" 2011 "Caida" 16
"1381" "Comunal" "RECOLETA" 2010 "Caida" 22
"1382" "Comunal" "RECOLETA" 2011 "Caida" 17
"1383" "Comunal" "RENCA" 2010 "Caida" 9
"1384" "Comunal" "RENCA" 2011 "Caida" 14
"1385" "Comunal" "SAN JOAQUIN" 2010 "Caida" 14
"1386" "Comunal" "SAN JOAQUIN" 2011 "Caida" 15
"1387" "Comunal" "SAN MIGUEL" 2010 "Caida" 14
"1388" "Comunal" "SAN MIGUEL" 2011 "Caida" 24
"1389" "Comunal" "SAN RAMON" 2010 "Caida" 16
"1390" "Comunal" "SAN RAMON" 2011 "Caida" 16
"1391" "Comunal" "VITACURA" 2010 "Caida" 11
"1392" "Comunal" "VITACURA" 2011 "Caida" 19
"1393" "Comunal" "PUENTE ALTO" 2010 "Caida" 67
"1394" "Comunal" "PUENTE ALTO" 2011 "Caida" 84
"1395" "Comunal" "PIRQUE" 2010 "Caida" 4
"1396" "Comunal" "PIRQUE" 2011 "Caida" 5
"1397" "Comunal" "SAN JOSE DE MAIPO" 2010 "Caida" 1
"1398" "Comunal" "SAN JOSE DE MAIPO" 2011 "Caida" 3
"1399" "Comunal" "COLINA" 2010 "Caida" 5
"1400" "Comunal" "COLINA" 2011 "Caida" 4
"1401" "Comunal" "LAMPA" 2010 "Caida" 0
"1402" "Comunal" "LAMPA" 2011 "Caida" 0
"1403" "Comunal" "TILTIL" 2010 "Caida" 0
"1404" "Comunal" "TILTIL" 2011 "Caida" 0
"1405" "Comunal" "SAN BERNARDO" 2010 "Caida" 13
"1406" "Comunal" "SAN BERNARDO" 2011 "Caida" 5
"1407" "Comunal" "BUIN" 2010 "Caida" 11
"1408" "Comunal" "BUIN" 2011 "Caida" 13
"1409" "Comunal" "CALERA DE TANGO" 2010 "Caida" 4
"1410" "Comunal" "CALERA DE TANGO" 2011 "Caida" 2
"1411" "Comunal" "PAINE" 2010 "Caida" 2
"1412" "Comunal" "PAINE" 2011 "Caida" 1
"1413" "Comunal" "MELIPILLA" 2010 "Caida" 0
"1414" "Comunal" "MELIPILLA" 2011 "Caida" 2
"1415" "Comunal" "ALHUE" 2010 "Caida" 0
"1416" "Comunal" "ALHUE" 2011 "Caida" 0
"1417" "Comunal" "CURACAVI" 2010 "Caida" 3
"1418" "Comunal" "CURACAVI" 2011 "Caida" 0
"1419" "Comunal" "MARIA PINTO" 2010 "Caida" 0
"1420" "Comunal" "MARIA PINTO" 2011 "Caida" 0
"1421" "Comunal" "SAN PEDRO" 2010 "Caida" 0
"1422" "Comunal" "SAN PEDRO" 2011 "Caida" 0
"1423" "Comunal" "TALAGANTE" 2010 "Caida" 15
"1424" "Comunal" "TALAGANTE" 2011 "Caida" 14
"1425" "Comunal" "EL MONTE" 2010 "Caida" 5
"1426" "Comunal" "EL MONTE" 2011 "Caida" 4
"1427" "Comunal" "ISLA DE MAIPO" 2010 "Caida" 4
"1428" "Comunal" "ISLA DE MAIPO" 2011 "Caida" 5
"1429" "Comunal" "PADRE HURTADO" 2010 "Caida" 13
"1430" "Comunal" "PADRE HURTADO" 2011 "Caida" 8
"1431" "Comunal" "PENAFLOR" 2010 "Caida" 16
"1432" "Comunal" "PENAFLOR" 2011 "Caida" 25
"1433" "Nacional" "Nacional" 2010 "Colision" 29127
"1434" "Nacional" "Nacional" 2011 "Colision" 31487
"1435" "Regional" "XV Región Arica y Parinacota" 2010 "Colision" 265
"1436" "Regional" "XV Región Arica y Parinacota" 2011 "Colision" 426
"1437" "Comunal" "ARICA" 2010 "Colision" 259
"1438" "Comunal" "ARICA" 2011 "Colision" 414
"1439" "Comunal" "CAMARONES" 2010 "Colision" 2
"1440" "Comunal" "CAMARONES" 2011 "Colision" 6
"1441" "Comunal" "PUTRE" 2010 "Colision" 4
"1442" "Comunal" "PUTRE" 2011 "Colision" 6
"1443" "Comunal" "GENERAL LAGOS" 2010 "Colision" 0
"1444" "Comunal" "GENERAL LAGOS" 2011 "Colision" 0
"1445" "Regional" "I Región de Tarapacá" 2010 "Colision" 397
"1446" "Regional" "I Región de Tarapacá" 2011 "Colision" 416
"1447" "Comunal" "IQUIQUE" 2010 "Colision" 247
"1448" "Comunal" "IQUIQUE" 2011 "Colision" 226
"1449" "Comunal" "CAMINA" 2010 "Colision" 0
"1450" "Comunal" "CAMINA" 2011 "Colision" 1
"1451" "Comunal" "COLCHANE" 2010 "Colision" 0
"1452" "Comunal" "COLCHANE" 2011 "Colision" 0
"1453" "Comunal" "HUARA" 2010 "Colision" 4
"1454" "Comunal" "HUARA" 2011 "Colision" 10
"1455" "Comunal" "PICA" 2010 "Colision" 4
"1456" "Comunal" "PICA" 2011 "Colision" 2
"1457" "Comunal" "POZO ALMONTE" 2010 "Colision" 23
"1458" "Comunal" "POZO ALMONTE" 2011 "Colision" 28
"1459" "Comunal" "ALTO HOSPICIO" 2010 "Colision" 119
"1460" "Comunal" "ALTO HOSPICIO" 2011 "Colision" 149
"1461" "Regional" "II Región de Antofagasta" 2010 "Colision" 949
"1462" "Regional" "II Región de Antofagasta" 2011 "Colision" 1118
"1463" "Comunal" "ANTOFAGASTA" 2010 "Colision" 684
"1464" "Comunal" "ANTOFAGASTA" 2011 "Colision" 816
"1465" "Comunal" "MEJILLONES" 2010 "Colision" 13
"1466" "Comunal" "MEJILLONES" 2011 "Colision" 8
"1467" "Comunal" "SIERRA GORDA" 2010 "Colision" 4
"1468" "Comunal" "SIERRA GORDA" 2011 "Colision" 8
"1469" "Comunal" "TALTAL" 2010 "Colision" 14
"1470" "Comunal" "TALTAL" 2011 "Colision" 6
"1471" "Comunal" "CALAMA" 2010 "Colision" 226
"1472" "Comunal" "CALAMA" 2011 "Colision" 263
"1473" "Comunal" "OLLAGUE" 2010 "Colision" 0
"1474" "Comunal" "OLLAGUE" 2011 "Colision" 0
"1475" "Comunal" "SAN PEDRO ATACAMA" 2010 "Colision" 1
"1476" "Comunal" "SAN PEDRO ATACAMA" 2011 "Colision" 1
"1477" "Comunal" "TOCOPILLA" 2010 "Colision" 6
"1478" "Comunal" "TOCOPILLA" 2011 "Colision" 12
"1479" "Comunal" "MARIA ELENA" 2010 "Colision" 1
"1480" "Comunal" "MARIA ELENA" 2011 "Colision" 4
"1481" "Regional" "III Región de Atacama" 2010 "Colision" 274
"1482" "Regional" "III Región de Atacama" 2011 "Colision" 326
"1483" "Comunal" "COPIAPO" 2010 "Colision" 113
"1484" "Comunal" "COPIAPO" 2011 "Colision" 95
"1485" "Comunal" "CALDERA" 2010 "Colision" 4
"1486" "Comunal" "CALDERA" 2011 "Colision" 4
"1487" "Comunal" "TIERRA AMARILLA" 2010 "Colision" 1
